Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,HSN Code
,umbrella-set,,,,,,,,s3738302,,Size,4XL,,,,,,,,1850,2640,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765141208543-l_whatsapp_image_2025-12-06_at_2.54.51_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,s3738303,,Size,5XL,,,,,,,,1850,2640,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765141208543-l_whatsapp_image_2025-12-06_at_2.54.51_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3pcs set,3pcs-set,"Radiate sophisticated elegance in this stunning deep red salwar kameez suit, perfect for your next festive gathering. The ensemble features a beautifully tailored kurta adorned with intricate gold-toned embroidery along the neckline and scattered motifs, paired with matching trousers. It is completed by a richly embellished statement dupatta that adds a touch of regal grandeur, making this outfit an ideal choice for weddings and celebratory events.",RUDRA TEXTILES,,3 PCS SET,,TRUE,Active,S3725484,,Size,XL,,,,,,,,1999,2860,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765135374323-l_whatsapp_image_2025-12-05_at_8.59.07_pm.jpeg,1,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765135374323-l_whatsapp_image_2025-12-05_at_8.59.07_pm.jpeg,FALSE,3pcs set,"Radiate sophisticated elegance in this stunning deep red salwar kameez suit, perfect for your next festive gathering. The ensemble features a beautifully tailored kurta adorned with intricate gold-toned embroidery along the neckline and scattered motifs, paired with matching trousers. It is completed by a richly embellished statement dupatta that adds a touch of regal grandeur, making this outfit an ideal choice for weddings and celebratory events.",,,,,,,,new,FALSE,,,,,,62019100
,3pcs-set,,,,,,,,S3725485,,Size,2XL,,,,,,,,1999,2860,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765135374323-l_whatsapp_image_2025-12-05_at_8.59.07_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62019100
,3pcs-set,,,,,,,,S3725482,,Size,M,,,,,,,,1999,2860,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765135212612-m_whatsapp_image_2025-12-05_at_8.59.07_pm-1.jpeg,2,3pcs set,https://only2u-media.b-cdn.net/productsimages/1765135212612-m_whatsapp_image_2025-12-05_at_8.59.07_pm-1.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62019100
,3pcs-set,,,,,,,,S3725486,,Size,3XL,,,,,,,,1999,2860,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765135374323-l_whatsapp_image_2025-12-05_at_8.59.07_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62019100
,3pcs-set,,,,,,,,S3725483,,Size,L,,,,,,,,1999,2860,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765135212612-m_whatsapp_image_2025-12-05_at_8.59.07_pm-1.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62019100
3PCS SET,3pcs-set,"Elevate your ethnic wardrobe with this stunning beige silk-blend suit set, designed for sophisticated charm. The kurta features a subtle self-woven pattern, complemented by intricate embroidery at the neckline and bold, artistic floral prints along the hem and sleeves in warm coral and mustard tones. Paired with a coordinating sheer dupatta flaunting matching motifs and a rich zari border, this ensemble offers a graceful and complete look. It is the perfect choice for festive gatherings and daytime celebrations where you want to make an elegant statement.",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,s3742918,,Size,L,,,,,,,,1899,2710,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765187318400-1765136101824-m_whatsapp_image_2025-11-29_at_10.27.03_am-1.jpeg,1,3PCS SET,https://only2u-media.b-cdn.net/productsimages/1765187318400-1765136101824-m_whatsapp_image_2025-11-29_at_10.27.03_am-1.jpeg,FALSE,3PCS SET,"Elevate your ethnic wardrobe with this stunning beige silk-blend suit set, designed for sophisticated charm. The kurta features a subtle self-woven pattern, complemented by intricate embroidery at the neckline and bold, artistic floral prints along the hem and sleeves in warm coral and mustard tones. Paired with a coordinating sheer dupatta flaunting matching motifs and a rich zari border, this ensemble offers a graceful and complete look. It is the perfect choice for festive gatherings and daytime celebrations where you want to make an elegant statement.",,,,,,,,new,FALSE,,,,,,
,3pcs-set,,,,,,,,s3742920,,Size,2XL,,,,,,,,1899,2710,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765136143735-l_whatsapp_image_2025-11-29_at_10.27.03_am-1.jpeg,2,3PCS SET,https://only2u-media.b-cdn.net/productsimages/1765136143735-l_whatsapp_image_2025-11-29_at_10.27.03_am-1.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,
,3pcs-set,,,,,,,,s3742917,,Size,M,,,,,,,,1899,2710,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765187313060-1765136101824-m_whatsapp_image_2025-11-29_at_10.27.03_am-1.jpeg,3,3PCS SET,https://only2u-media.b-cdn.net/productsimages/1765187313060-1765136101824-m_whatsapp_image_2025-11-29_at_10.27.03_am-1.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,
,3pcs-set,,,,,,,,s3742919,,Size,XL,,,,,,,,1899,2710,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765136143735-l_whatsapp_image_2025-11-29_at_10.27.03_am-1.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,
LONG UMBRELLA TOP,long-umbrella-top,"Make a vibrant statement in this chic fuchsia and white midi shirt dress, defined by a striking geometric chevron pattern that transitions into elegant floral motifs along the hem and sleeves. Designed for a flattering silhouette, it features a classic collared neckline, button-down front, and a coordinating belted waist to cinch your figure. This versatile piece effortlessly blends bold contemporary style with feminine details, making it perfect for everything from office wear to weekend brunches.",jaipur fashions,,Tops,,TRUE,Active,s3737382,,Size,XL,,,,,,,,799,1140,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765140836146-l_whatsapp_image_2025-12-06_at_2.45.42_pm.jpeg,1,LONG UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765140836146-l_whatsapp_image_2025-12-06_at_2.45.42_pm.jpeg,FALSE,LONG UMBRELLA TOP,"Make a vibrant statement in this chic fuchsia and white midi shirt dress, defined by a striking geometric chevron pattern that transitions into elegant floral motifs along the hem and sleeves. Designed for a flattering silhouette, it features a classic collared neckline, button-down front, and a coordinating belted waist to cinch your figure. This versatile piece effortlessly blends bold contemporary style with feminine details, making it perfect for everything from office wear to weekend brunches.",,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,s3737384,,Size,3XL,,,,,,,,799,1140,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765140836146-l_whatsapp_image_2025-12-06_at_2.45.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,s3737383,,Size,2XL,,,,,,,,799,1140,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765140836146-l_whatsapp_image_2025-12-06_at_2.45.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,s3737380,,Size,M,,,,,,,,799,1140,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765140820673-m_whatsapp_image_2025-12-06_at_2.45.42_pm.jpeg,2,LONG UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765140820673-m_whatsapp_image_2025-12-06_at_2.45.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,s3737381,,Size,L,,,,,,,,799,1140,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765140820673-m_whatsapp_image_2025-12-06_at_2.45.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
long Umbrella top,long-umbrella-top,"Embrace effortless charm with this deep blue midi dress, featuring a striking white butterfly print that adds a whimsical touch to your everyday style. Designed with a relaxed silhouette, short sleeves, and a subtly embellished V-neckline, it offers both comfort and a flattering fit. Perfect for casual outings or warm-weather days, this dress is a versatile and eye-catching choice for any wardrobe.",SUBHAMASTHU SHOPPING MALL,,Tops,,TRUE,Active,S3765517,,Size,3XL,,,,,,,,650,930,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765134922103-l_whatsapp_image_2025-12-05_at_8.46.10_pm.jpeg,1,long Umbrella top,https://only2u-media.b-cdn.net/productsimages/1765134922103-l_whatsapp_image_2025-12-05_at_8.46.10_pm.jpeg,FALSE,long Umbrella top,"Embrace effortless charm with this deep blue midi dress, featuring a striking white butterfly print that adds a whimsical touch to your everyday style. Designed with a relaxed silhouette, short sleeves, and a subtly embellished V-neckline, it offers both comfort and a flattering fit. Perfect for casual outings or warm-weather days, this dress is a versatile and eye-catching choice for any wardrobe.",,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3765514,,Size,L,,,,,,,,650,930,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765134906791-m_whatsapp_image_2025-12-05_at_8.46.10_pm.jpeg,2,long Umbrella top,https://only2u-media.b-cdn.net/productsimages/1765134906791-m_whatsapp_image_2025-12-05_at_8.46.10_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3765516,,Size,2XL,,,,,,,,650,930,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765134922103-l_whatsapp_image_2025-12-05_at_8.46.10_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3765513,,Size,M,,,,,,,,650,930,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765134906791-m_whatsapp_image_2025-12-05_at_8.46.10_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3765515,,Size,XL,,,,,,,,650,930,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765134922103-l_whatsapp_image_2025-12-05_at_8.46.10_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
UMBRELLA SET,umbrella-set,"Elevate your ethnic wardrobe with this rich royal purple kurta set, defined by its lustrous sheen and intricate Bandhani-style motifs. The stunning embroidered V-yoke and contemporary asymmetrical hemline with tassel accents provide a perfect blend of tradition and modern flair. This elegant two-piece set, complete with matching solid trousers, is an ideal choice for festive occasions and stylish social gatherings.",Nischal,,3 PCS SET,,TRUE,Active,S3718278,,Size,M,,,,,,,,2350,3360,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765141385466-m_whatsapp_image_2025-12-06_at_3.06.22_pm.jpeg,1,UMBRELLA SET,https://only2u-media.b-cdn.net/productsimages/1765141385466-m_whatsapp_image_2025-12-06_at_3.06.22_pm.jpeg,FALSE,UMBRELLA SET,"Elevate your ethnic wardrobe with this rich royal purple kurta set, defined by its lustrous sheen and intricate Bandhani-style motifs. The stunning embroidered V-yoke and contemporary asymmetrical hemline with tassel accents provide a perfect blend of tradition and modern flair. This elegant two-piece set, complete with matching solid trousers, is an ideal choice for festive occasions and stylish social gatherings.",,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3718280,,Size,XL,,,,,,,,2350,3360,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765141405792-l_whatsapp_image_2025-12-06_at_3.06.22_pm.jpeg,2,UMBRELLA SET,https://only2u-media.b-cdn.net/productsimages/1765141405792-l_whatsapp_image_2025-12-06_at_3.06.22_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3718281,,Size,2XL,,,,,,,,2350,3360,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765141405792-l_whatsapp_image_2025-12-06_at_3.06.22_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3718279,,Size,L,,,,,,,,2350,3360,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765141385466-m_whatsapp_image_2025-12-06_at_3.06.22_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3PCS SET,3pcs-set,"Embrace effortless elegance with this sophisticated olive green kurta set, designed for both festive gatherings and refined daytime events. The straight-cut kurta features intricate threadwork embroidery along the neckline and is paired with matching tailored pants for a contemporary silhouette. A beautifully printed, sheer floral dupatta in complementary soft tones completes the ensemble, adding a graceful finish to this versatile three-piece suit.",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,s3712121,,Size,XL,,,,,,,,1550,2210,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765142626973-l_whatsapp_image_2025-12-06_at_8.45.07_pm.jpeg,1,3PCS SET,https://only2u-media.b-cdn.net/productsimages/1765142626973-l_whatsapp_image_2025-12-06_at_8.45.07_pm.jpeg,FALSE,3PCS SET,"Embrace effortless elegance with this sophisticated olive green kurta set, designed for both festive gatherings and refined daytime events. The straight-cut kurta features intricate threadwork embroidery along the neckline and is paired with matching tailored pants for a contemporary silhouette. A beautifully printed, sheer floral dupatta in complementary soft tones completes the ensemble, adding a graceful finish to this versatile three-piece suit.",,,,,,,,new,FALSE,,,,,,62019100
,3pcs-set,,,,,,,,s3712143,,Size,3XL,,,,,,,,1550,2210,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765142626973-l_whatsapp_image_2025-12-06_at_8.45.07_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62019100
,3pcs-set,,,,,,,,S3712119,,Size,M,,,,,,,,1550,2210,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765142532913-m_whatsapp_image_2025-12-06_at_8.45.07_pm.jpeg,2,3PCS SET,https://only2u-media.b-cdn.net/productsimages/1765142532913-m_whatsapp_image_2025-12-06_at_8.45.07_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62019100
,3pcs-set,,,,,,,,s3712120,,Size,L,,,,,,,,1550,2210,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765142532913-m_whatsapp_image_2025-12-06_at_8.45.07_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62019100
,3pcs-set,,,,,,,,s3712122,,Size,2XL,,,,,,,,1550,2210,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765142626973-l_whatsapp_image_2025-12-06_at_8.45.07_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62019100
SHORT TOP,short-top,"Embrace effortless elegance with this charming teal tunic and legging set. The A-line kurti is highlighted by intricate white embroidery along the V-neckline and three-quarter sleeves, finished with playful tassel details that add a touch of bohemian flair. Paired with comfortable beige leggings, this ensemble offers the perfect blend of contemporary style and traditional charm. It is an ideal choice for sophisticated daywear or casual social gatherings.",DHRITI ENTERPRISES,,Tops,,TRUE,Active,s3762137,,Size,2XL,,,,,,,,550,790,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765141843444-l_whatsapp_image_2025-12-06_at_4.32.56_pm.jpeg,1,SHORT TOP,https://only2u-media.b-cdn.net/productsimages/1765141843444-l_whatsapp_image_2025-12-06_at_4.32.56_pm.jpeg,FALSE,SHORT TOP,"Embrace effortless elegance with this charming teal tunic and legging set. The A-line kurti is highlighted by intricate white embroidery along the V-neckline and three-quarter sleeves, finished with playful tassel details that add a touch of bohemian flair. Paired with comfortable beige leggings, this ensemble offers the perfect blend of contemporary style and traditional charm. It is an ideal choice for sophisticated daywear or casual social gatherings.",,,,,,,,new,FALSE,,,,,,62046919
,short-top,,,,,,,,s3762134,,Size,M,,,,,,,,550,790,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765141821846-m_whatsapp_image_2025-12-06_at_4.32.56_pm.jpeg,2,SHORT TOP,https://only2u-media.b-cdn.net/productsimages/1765141821846-m_whatsapp_image_2025-12-06_at_4.32.56_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,short-top,,,,,,,,s3762138,,Size,3XL,,,,,,,,550,790,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765141843444-l_whatsapp_image_2025-12-06_at_4.32.56_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,short-top,,,,,,,,s3762135,,Size,L,,,,,,,,550,790,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765141821846-m_whatsapp_image_2025-12-06_at_4.32.56_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,short-top,,,,,,,,s3762136,,Size,XL,,,,,,,,550,790,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765141843444-l_whatsapp_image_2025-12-06_at_4.32.56_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
3PCS SET,3pcs-set,"Elevate your ethnic wardrobe with this stunning magenta salwar kameez set, crafted from a lightweight, graceful fabric that drapes beautifully. The kurta features intricate gold embroidery along the V-neckline and is adorned with large, delicate floral motifs, creating a sophisticated and feminine look. Complete with matching churidar pants and a coordinating sheer dupatta with similar floral prints, this ensemble is perfect for festive gatherings, wedding celebrations, or special occasions.",DHRITI ENTERPRISES,,3 PCS SET,,TRUE,Active,S3725477,,Size,3XL,,,,,,,,1450,2080,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765142307020-l_whatsapp_image_2025-12-06_at_6.28.46_pm.jpeg,1,3PCS SET,https://only2u-media.b-cdn.net/productsimages/1765142307020-l_whatsapp_image_2025-12-06_at_6.28.46_pm.jpeg,FALSE,3PCS SET,"Elevate your ethnic wardrobe with this stunning magenta salwar kameez set, crafted from a lightweight, graceful fabric that drapes beautifully. The kurta features intricate gold embroidery along the V-neckline and is adorned with large, delicate floral motifs, creating a sophisticated and feminine look. Complete with matching churidar pants and a coordinating sheer dupatta with similar floral prints, this ensemble is perfect for festive gatherings, wedding celebrations, or special occasions.",,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3725474,,Size,L,,,,,,,,1450,2080,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765142293945-m_whatsapp_image_2025-12-06_at_6.28.46_pm.jpeg,2,3PCS SET,https://only2u-media.b-cdn.net/productsimages/1765142293945-m_whatsapp_image_2025-12-06_at_6.28.46_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3725476,,Size,2XL,,,,,,,,1450,2080,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765142307020-l_whatsapp_image_2025-12-06_at_6.28.46_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3725473,,Size,M,,,,,,,,1450,2080,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765142293945-m_whatsapp_image_2025-12-06_at_6.28.46_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3pcs-set,,,,,,,,S3725475,,Size,XL,,,,,,,,1450,2080,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765142307020-l_whatsapp_image_2025-12-06_at_6.28.46_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
LONG UMBRELLA TOP,long-umbrella-top,"Embrace vibrant elegance with this mustard yellow kurti, adorned with a striking white leaf motif that adds a touch of nature-inspired charm. The V-neckline, accented with delicate embroidery, and the comfortable, flowy silhouette make it an ideal choice for casual gatherings or daytime events. This versatile piece effortlessly blends ethnic tradition with contemporary style, ensuring a chic and effortless look for any occasion.",SUBHAMASTHU SHOPPING MALL,,Tops,,TRUE,Active,s3763806,,Size,XL,,,,,,,,575,1150,,TRUE,,,,,,shopify,16,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765142095264-l_whatsapp_image_2025-12-06_at_5.45.00_pm.jpeg,1,LONG UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765142095264-l_whatsapp_image_2025-12-06_at_5.45.00_pm.jpeg,FALSE,LONG UMBRELLA TOP,"Embrace vibrant elegance with this mustard yellow kurti, adorned with a striking white leaf motif that adds a touch of nature-inspired charm. The V-neckline, accented with delicate embroidery, and the comfortable, flowy silhouette make it an ideal choice for casual gatherings or daytime events. This versatile piece effortlessly blends ethnic tradition with contemporary style, ensuring a chic and effortless look for any occasion.",,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,s3763808,,Size,3XL,,,,,,,,575,1150,,TRUE,,,,,,shopify,10,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765142095264-l_whatsapp_image_2025-12-06_at_5.45.00_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,s3763805,,Size,L,,,,,,,,575,1150,,TRUE,,,,,,shopify,18,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765142063974-m_whatsapp_image_2025-12-06_at_5.45.00_pm.jpeg,2,LONG UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765142063974-m_whatsapp_image_2025-12-06_at_5.45.00_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,s3763807,,Size,2XL,,,,,,,,575,1150,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765142095264-l_whatsapp_image_2025-12-06_at_5.45.00_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,s3763804,,Size,M,,,,,,,,575,1150,,TRUE,,,,,,shopify,15,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765142063974-m_whatsapp_image_2025-12-06_at_5.45.00_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
UMBRELLA SET,umbrella-set,"Paired with matching straight-fit bottoms, the look is completed with a beautifully coordinated dupatta showcasing artistic floral motifs in muted beige and blue tones. The lightweight dupatta drapes gracefully, adding movement and charm to the ensemble.",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,S3762046,,Size,L,,,,,,,,1650,2360,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766210641274-gemini_generated_image_ln1v8yln1v8yln1v.png,1,UMBRELLA SET,https://only2u-media.b-cdn.net/productsimages/1766210641274-gemini_generated_image_ln1v8yln1v8yln1v.png,FALSE,UMBRELLA SET,"Paired with matching straight-fit bottoms, the look is completed with a beautifully coordinated dupatta showcasing artistic floral motifs in muted beige and blue tones. The lightweight dupatta drapes gracefully, adding movement and charm to the ensemble.",,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3762047,,Size,XL,,,,,,,,1650,2360,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766210628616-gemini_generated_image_pee8zjpee8zjpee8.png,2,UMBRELLA SET,https://only2u-media.b-cdn.net/productsimages/1766210628616-gemini_generated_image_pee8zjpee8zjpee8.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3762049,,Size,3XL,,,,,,,,1650,2360,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766210628616-gemini_generated_image_pee8zjpee8zjpee8.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3762048,,Size,2XL,,,,,,,,1650,2360,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766210628616-gemini_generated_image_pee8zjpee8zjpee8.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-set,,,,,,,,S3762045,,Size,M,,,,,,,,1650,2360,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766210641274-gemini_generated_image_ln1v8yln1v8yln1v.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
